tool		Java Ranger 2025	Java Ranger 2025	Java Ranger 2025	Java Ranger 2025
float-nonlinear-calculation/Conflict.yml	true				
float-nonlinear-calculation/EulerMethod.yml	false				
float-nonlinear-calculation/MathSin.yml	false				
float-nonlinear-calculation/Optimization1.yml	false				
float-nonlinear-calculation/Optimization2.yml	false				
float-nonlinear-calculation/Optimization3.yml	false				
float-nonlinear-calculation/Optimization4.yml	false				
float-nonlinear-calculation/Optimization5.yml	false				
float-nonlinear-calculation/Optimization6.yml	false				
float-nonlinear-calculation/PartitionEx.yml	true				
float-nonlinear-calculation/TurnLogic.yml	true				
float-nonlinear-calculation/coral1.yml	false				
float-nonlinear-calculation/coral10.yml	false				
float-nonlinear-calculation/coral11.yml	false				
float-nonlinear-calculation/coral12.yml	false				
float-nonlinear-calculation/coral13.yml	false				
float-nonlinear-calculation/coral14.yml	false				
float-nonlinear-calculation/coral15.yml	false				
float-nonlinear-calculation/coral16.yml	false				
float-nonlinear-calculation/coral17.yml	false				
float-nonlinear-calculation/coral18.yml	false				
float-nonlinear-calculation/coral19.yml	false				
float-nonlinear-calculation/coral2.yml	false				
float-nonlinear-calculation/coral20.yml	false				
float-nonlinear-calculation/coral21.yml	false				
float-nonlinear-calculation/coral22.yml	false				
float-nonlinear-calculation/coral23.yml	true				
float-nonlinear-calculation/coral26.yml	true				
float-nonlinear-calculation/coral27.yml	false				
float-nonlinear-calculation/coral28.yml	false				
float-nonlinear-calculation/coral29.yml	false				
float-nonlinear-calculation/coral3.yml	true				
float-nonlinear-calculation/coral30.yml	false				
float-nonlinear-calculation/coral31.yml	false				
float-nonlinear-calculation/coral32.yml	false				
float-nonlinear-calculation/coral33.yml	false				
float-nonlinear-calculation/coral34.yml	false				
float-nonlinear-calculation/coral35.yml	false				
float-nonlinear-calculation/coral36.yml	false				
float-nonlinear-calculation/coral38.yml	false				
float-nonlinear-calculation/coral39.yml	false				
float-nonlinear-calculation/coral4.yml	false				
float-nonlinear-calculation/coral40.yml	false				
float-nonlinear-calculation/coral41.yml	false				
float-nonlinear-calculation/coral42.yml	false				
float-nonlinear-calculation/coral43.yml	false				
float-nonlinear-calculation/coral44.yml	false				
float-nonlinear-calculation/coral45.yml	false				
float-nonlinear-calculation/coral46.yml	true				
float-nonlinear-calculation/coral48.yml	false				
float-nonlinear-calculation/coral49.yml	false				
float-nonlinear-calculation/coral5.yml	true				
float-nonlinear-calculation/coral50.yml	false				
float-nonlinear-calculation/coral51.yml	false				
float-nonlinear-calculation/coral52.yml	false				
float-nonlinear-calculation/coral53.yml	false				
float-nonlinear-calculation/coral54.yml	false				
float-nonlinear-calculation/coral55.yml	true				
float-nonlinear-calculation/coral56.yml	false				
float-nonlinear-calculation/coral57.yml	false				
float-nonlinear-calculation/coral58.yml	false				
float-nonlinear-calculation/coral59.yml	false				
float-nonlinear-calculation/coral6.yml	false				
float-nonlinear-calculation/coral60.yml	false				
float-nonlinear-calculation/coral61.yml	false				
float-nonlinear-calculation/coral62.yml	false				
float-nonlinear-calculation/coral63.yml	false				
float-nonlinear-calculation/coral64.yml	false				
float-nonlinear-calculation/coral65.yml	false				
float-nonlinear-calculation/coral66.yml	false				
float-nonlinear-calculation/coral67.yml	false				
float-nonlinear-calculation/coral68.yml	false				
float-nonlinear-calculation/coral69.yml	false				
float-nonlinear-calculation/coral71.yml	false				
float-nonlinear-calculation/coral72.yml	false				
float-nonlinear-calculation/coral73.yml	false				
float-nonlinear-calculation/coral74.yml	false				
float-nonlinear-calculation/coral75.yml	false				
float-nonlinear-calculation/coral76.yml	false				
float-nonlinear-calculation/coral77.yml	false				
float-nonlinear-calculation/coral79.yml	false				
float-nonlinear-calculation/coral80.yml	true				
float-nonlinear-calculation/coral81.yml	false				
float-nonlinear-calculation/coral84.yml	false				
float-nonlinear-calculation/coral9.yml	false				
float-nonlinear-calculation/coral91.yml	true				
argv-tasks/AbstractSerializationStreamReader_false.yml	false				
argv-tasks/AbstractSerializationStreamReader_true.yml	false				
argv-tasks/AccelerometerListener_false.yml	false				
argv-tasks/AccelerometerListener_true.yml	true				
argv-tasks/ActiveCheck.yml	true				
argv-tasks/AlbersProjection_false.yml	false				
argv-tasks/AlbersProjection_true.yml	true				
argv-tasks/Base.yml	true				
argv-tasks/Base64.yml	true				
argv-tasks/BufferedBlockCipher.yml	true				
argv-tasks/Constant_false.yml	false				
argv-tasks/Constant_false2.yml	false				
argv-tasks/Constant_true.yml	true				
argv-tasks/CustomViewAbove.yml	true				
argv-tasks/DiskBasedCache.yml	false				
argv-tasks/DistinguishedNameParser.yml	false				
argv-tasks/EquidistantConicProjection_false.yml	false				
argv-tasks/EquidistantConicProjection_true.yml	true				
argv-tasks/FractalTouchHandler_false.yml	false				
argv-tasks/FractalTouchHandler_true.yml	true				
argv-tasks/GraphFragment_false.yml	false				
argv-tasks/GraphFragment_true.yml	true				
argv-tasks/HPack.yml	true				
argv-tasks/HebrewDate.yml	true				
argv-tasks/HighlightView_false.yml	false				
argv-tasks/HighlightView_true.yml	true				
argv-tasks/HotspotIntegerGenerator_false.yml	false				
argv-tasks/HotspotIntegerGenerator_true.yml	true				
argv-tasks/HttpConnectionHandler.yml	true				
argv-tasks/HttpTransport_false.yml	false				
argv-tasks/HttpTransport_true.yml	true				
argv-tasks/ImageRequest.yml	true				
argv-tasks/MathHelper_false.yml	false				
argv-tasks/MathHelper_true.yml	false				
argv-tasks/PieSegment_false.yml	false				
argv-tasks/PieSegment_true.yml	true				
argv-tasks/Piecewise_false.yml	false				
argv-tasks/Piecewise_true.yml	true				
argv-tasks/ReverseInterpolator_false.yml	false				
argv-tasks/ReverseInterpolator_false2.yml	false				
argv-tasks/ReverseInterpolator_true.yml	true				
argv-tasks/SpdyStream.yml	false				
argv-tasks/StrictLineReader.yml	true				
argv-tasks/SunTimes_false.yml	false				
argv-tasks/SunTimes_true.yml	true				
argv-tasks/TallyCounts_false.yml	false				
argv-tasks/TallyCounts_true.yml	true				
argv-tasks/TimeChart.yml	true				
argv-tasks/TouchPadView.yml	true				
argv-tasks/VelocityTracker_false.yml	false				
argv-tasks/VelocityTracker_true.yml	true				
autostub/Boolean_public_boolean_java_lang_Boolean_booleanValue.yml	false				
autostub/Boolean_public_int_java_lang_Boolean_compareTo_java_lang_Boolean.yml	false				
autostub/Boolean_public_java_lang_String_java_lang_Boolean_toString.yml	false				
autostub/Boolean_public_static_boolean_java_lang_Boolean_logicalAnd_boolean_boolean.yml	false				
autostub/Boolean_public_static_boolean_java_lang_Boolean_logicalOr_boolean_boolean.yml	false				
autostub/Boolean_public_static_boolean_java_lang_Boolean_logicalXor_boolean_boolean.yml	false				
autostub/Boolean_public_static_int_java_lang_Boolean_compare_boolean_boolean.yml	false				
autostub/Boolean_public_static_java_lang_Boolean_java_lang_Boolean_valueOf_boolean.yml	false				
autostub/Boolean_public_static_java_lang_String_java_lang_Boolean_toString_boolean.yml	false				
autostub/Byte_public_byte_java_lang_Byte_byteValue.yml	false				
autostub/Byte_public_double_java_lang_Byte_doubleValue.yml	false				
autostub/Byte_public_float_java_lang_Byte_floatValue.yml	false				
autostub/Byte_public_int_java_lang_Byte_compareTo_java_lang_Byte.yml	false				
autostub/Byte_public_int_java_lang_Byte_intValue.yml	false				
autostub/Byte_public_java_lang_String_java_lang_Byte_toString.yml	false				
autostub/Byte_public_long_java_lang_Byte_longValue.yml	false				
autostub/Byte_public_short_java_lang_Byte_shortValue.yml	false				
autostub/Byte_public_static_int_java_lang_Byte_compare_byte_byte.yml	false				
autostub/Byte_public_static_int_java_lang_Byte_toUnsignedInt_byte.yml	false				
autostub/Byte_public_static_java_lang_Byte_java_lang_Byte_valueOf_byte.yml	false				
autostub/Byte_public_static_java_lang_String_java_lang_Byte_toString_byte.yml	false				
autostub/Byte_public_static_long_java_lang_Byte_toUnsignedLong_byte.yml	false				
autostub/Character_public_char_java_lang_Character_charValue.yml	false				
autostub/Character_public_int_java_lang_Character_compareTo_java_lang_Character.yml	false				
autostub/Character_public_java_lang_String_java_lang_Character_toString.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isAlphabetic_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isBmpCodePoint_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isDefined_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isDigit_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isDigit_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isISOControl_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isIdentifierIgnorable_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isIdeographic_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isJavaIdentifierPart_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isJavaIdentifierPart_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isJavaIdentifierStart_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isJavaIdentifierStart_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isJavaLetterOrDigit_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isJavaLetter_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isLetterOrDigit_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isLetterOrDigit_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isLetter_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isLetter_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isLowerCase_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isLowerCase_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isMirrored_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isMirrored_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isSpaceChar_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isSpaceChar_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isSpace_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isSupplementaryCodePoint_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isTitleCase_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isUnicodeIdentifierPart_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isUnicodeIdentifierPart_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isUnicodeIdentifierStart_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isUnicodeIdentifierStart_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isUpperCase_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isUpperCase_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isValidCodePoint_int.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isWhitespace_char.yml	false				
autostub/Character_public_static_boolean_java_lang_Character_isWhitespace_int.yml	false				
autostub/Character_public_static_byte_java_lang_Character_getDirectionality_char.yml	false				
autostub/Character_public_static_byte_java_lang_Character_getDirectionality_int.yml	false				
autostub/Character_public_static_char_java_lang_Character_forDigit_int_int.yml	false				
autostub/Character_public_static_char_java_lang_Character_toLowerCase_char.yml	false				
autostub/Character_public_static_char_java_lang_Character_toTitleCase_char.yml	false				
autostub/Character_public_static_char_java_lang_Character_toUpperCase_char.yml	false				
autostub/Character_public_static_int_java_lang_Character_charCount_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_compare_char_char.yml	false				
autostub/Character_public_static_int_java_lang_Character_digit_char_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_digit_int_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_getNumericValue_char.yml	false				
autostub/Character_public_static_int_java_lang_Character_getNumericValue_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_getType_char.yml	false				
autostub/Character_public_static_int_java_lang_Character_getType_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_toCodePoint_char_char.yml	false				
autostub/Character_public_static_int_java_lang_Character_toLowerCase_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_toTitleCase_int.yml	false				
autostub/Character_public_static_int_java_lang_Character_toUpperCase_int.yml	false				
autostub/Character_public_static_java_lang_Character_java_lang_Character_valueOf_char.yml	false				
autostub/Character_public_static_java_lang_String_java_lang_Character_toString_char.yml	false				
autostub/Double_public_boolean_java_lang_Double_isInfinite.yml	false				
autostub/Double_public_boolean_java_lang_Double_isNaN.yml	false				
autostub/Double_public_byte_java_lang_Double_byteValue.yml	false				
autostub/Double_public_int_java_lang_Double_compareTo_java_lang_Double.yml	false				
autostub/Double_public_int_java_lang_Double_intValue.yml	false				
autostub/Double_public_java_lang_String_java_lang_Double_toString.yml	false				
autostub/Double_public_long_java_lang_Double_longValue.yml	false				
autostub/Double_public_short_java_lang_Double_shortValue.yml	false				
autostub/Double_public_static_boolean_java_lang_Double_isFinite_double.yml	false				
autostub/Double_public_static_boolean_java_lang_Double_isInfinite_double.yml	false				
autostub/Double_public_static_boolean_java_lang_Double_isNaN_double.yml	false				
autostub/Double_public_static_int_java_lang_Double_compare_double_double.yml	false				
autostub/Double_public_static_java_lang_String_java_lang_Double_toHexString_double.yml	false				
autostub/Double_public_static_java_lang_String_java_lang_Double_toString_double.yml	false				
autostub/Double_public_static_long_java_lang_Double_doubleToLongBits_double.yml	false				
autostub/Double_public_static_native_long_java_lang_Double_doubleToRawLongBits_double.yml	false				
autostub/Float_public_boolean_java_lang_Float_isInfinite.yml	false				
autostub/Float_public_boolean_java_lang_Float_isNaN.yml	false				
autostub/Float_public_byte_java_lang_Float_byteValue.yml	false				
autostub/Float_public_int_java_lang_Float_compareTo_java_lang_Float.yml	false				
autostub/Float_public_int_java_lang_Float_intValue.yml	false				
autostub/Float_public_java_lang_String_java_lang_Float_toString.yml	false				
autostub/Float_public_long_java_lang_Float_longValue.yml	false				
autostub/Float_public_short_java_lang_Float_shortValue.yml	false				
autostub/Float_public_static_boolean_java_lang_Float_isFinite_float.yml	false				
autostub/Float_public_static_boolean_java_lang_Float_isInfinite_float.yml	false				
autostub/Float_public_static_boolean_java_lang_Float_isNaN_float.yml	false				
autostub/Float_public_static_int_java_lang_Float_compare_float_float.yml	false				
autostub/Float_public_static_int_java_lang_Float_floatToIntBits_float.yml	false				
autostub/Float_public_static_java_lang_String_java_lang_Float_toHexString_float.yml	false				
autostub/Float_public_static_java_lang_String_java_lang_Float_toString_float.yml	false				
autostub/Float_public_static_native_int_java_lang_Float_floatToRawIntBits_float.yml	false				
autostub/Integer_public_byte_java_lang_Integer_byteValue.yml	false				
autostub/Integer_public_double_java_lang_Integer_doubleValue.yml	false				
autostub/Integer_public_float_java_lang_Integer_floatValue.yml	false				
autostub/Integer_public_int_java_lang_Integer_compareTo_java_lang_Integer.yml	false				
autostub/Integer_public_int_java_lang_Integer_intValue.yml	false				
autostub/Integer_public_java_lang_String_java_lang_Integer_toString.yml	false				
autostub/Integer_public_long_java_lang_Integer_longValue.yml	false				
autostub/Integer_public_short_java_lang_Integer_shortValue.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_bitCount_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_compareUnsigned_int_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_compare_int_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_highestOneBit_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_lowestOneBit_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_max_int_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_min_int_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_numberOfLeadingZeros_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_numberOfTrailingZeros_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_reverseBytes_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_reverse_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_rotateLeft_int_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_rotateRight_int_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_signum_int.yml	false				
autostub/Integer_public_static_int_java_lang_Integer_sum_int_int.yml	false				
autostub/Integer_public_static_java_lang_Integer_java_lang_Integer_getInteger_java_lang_String_int.yml	false				
autostub/Integer_public_static_java_lang_Integer_java_lang_Integer_getInteger_java_lang_String_java_lang_Integer.yml	false				
autostub/Integer_public_static_java_lang_Integer_java_lang_Integer_valueOf_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toBinaryString_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toHexString_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toOctalString_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toString_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toString_int_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toUnsignedString_int.yml	false				
autostub/Integer_public_static_java_lang_String_java_lang_Integer_toUnsignedString_int_int.yml	false				
autostub/Integer_public_static_long_java_lang_Integer_toUnsignedLong_int.yml	false				
autostub/Long_public_byte_java_lang_Long_byteValue.yml	false				
autostub/Long_public_double_java_lang_Long_doubleValue.yml	false				
autostub/Long_public_float_java_lang_Long_floatValue.yml	false				
autostub/Long_public_int_java_lang_Long_compareTo_java_lang_Long.yml	false				
autostub/Long_public_int_java_lang_Long_intValue.yml	false				
autostub/Long_public_java_lang_String_java_lang_Long_toString.yml	false				
autostub/Long_public_long_java_lang_Long_longValue.yml	false				
autostub/Long_public_short_java_lang_Long_shortValue.yml	false				
autostub/Long_public_static_int_java_lang_Long_bitCount_long.yml	false				
autostub/Long_public_static_int_java_lang_Long_compareUnsigned_long_long.yml	false				
autostub/Long_public_static_int_java_lang_Long_compare_long_long.yml	false				
autostub/Long_public_static_int_java_lang_Long_numberOfLeadingZeros_long.yml	false				
autostub/Long_public_static_int_java_lang_Long_numberOfTrailingZeros_long.yml	false				
autostub/Long_public_static_int_java_lang_Long_signum_long.yml	false				
autostub/Long_public_static_java_lang_Long_java_lang_Long_getLong_java_lang_String_java_lang_Long.yml	false				
autostub/Long_public_static_java_lang_Long_java_lang_Long_getLong_java_lang_String_long.yml	false				
autostub/Long_public_static_java_lang_Long_java_lang_Long_valueOf_long.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toBinaryString_long.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toHexString_long.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toOctalString_long.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toString_long.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toString_long_int.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toUnsignedString_long.yml	false				
autostub/Long_public_static_java_lang_String_java_lang_Long_toUnsignedString_long_int.yml	false				
autostub/Long_public_static_long_java_lang_Long_highestOneBit_long.yml	false				
autostub/Long_public_static_long_java_lang_Long_lowestOneBit_long.yml	false				
autostub/Long_public_static_long_java_lang_Long_max_long_long.yml	false				
autostub/Long_public_static_long_java_lang_Long_min_long_long.yml	false				
autostub/Long_public_static_long_java_lang_Long_reverseBytes_long.yml	false				
autostub/Long_public_static_long_java_lang_Long_reverse_long.yml	false				
autostub/Long_public_static_long_java_lang_Long_rotateLeft_long_int.yml	false				
autostub/Long_public_static_long_java_lang_Long_rotateRight_long_int.yml	false				
autostub/Long_public_static_long_java_lang_Long_sum_long_long.yml	false				
autostub/Math_public_static_int_java_lang_Math_abs_int.yml	false				
autostub/Math_public_static_int_java_lang_Math_getExponent_double.yml	false				
autostub/Math_public_static_int_java_lang_Math_getExponent_float.yml	false				
autostub/Math_public_static_int_java_lang_Math_max_int_int.yml	false				
autostub/Math_public_static_int_java_lang_Math_min_int_int.yml	false				
autostub/Math_public_static_int_java_lang_Math_round_float.yml	false				
autostub/Math_public_static_long_java_lang_Math_abs_long.yml	false				
autostub/Math_public_static_long_java_lang_Math_max_long_long.yml	false				
autostub/Math_public_static_long_java_lang_Math_min_long_long.yml	false				
autostub/Math_public_static_long_java_lang_Math_round_double.yml	false				
autostub/Short_public_byte_java_lang_Short_byteValue.yml	false				
autostub/Short_public_double_java_lang_Short_doubleValue.yml	false				
autostub/Short_public_float_java_lang_Short_floatValue.yml	false				
autostub/Short_public_int_java_lang_Short_compareTo_java_lang_Short.yml	false				
autostub/Short_public_int_java_lang_Short_intValue.yml	false				
autostub/Short_public_java_lang_String_java_lang_Short_toString.yml	false				
autostub/Short_public_long_java_lang_Short_longValue.yml	false				
autostub/Short_public_short_java_lang_Short_shortValue.yml	false				
autostub/Short_public_static_int_java_lang_Short_compare_short_short.yml	false				
autostub/Short_public_static_int_java_lang_Short_toUnsignedInt_short.yml	false				
autostub/Short_public_static_java_lang_Short_java_lang_Short_valueOf_short.yml	false				
autostub/Short_public_static_java_lang_String_java_lang_Short_toString_short.yml	false				
autostub/Short_public_static_long_java_lang_Short_toUnsignedLong_short.yml	false				
autostub/Short_public_static_short_java_lang_Short_reverseBytes_short.yml	false				
autostub/StrictMath_public_static_int_java_lang_StrictMath_abs_int.yml	false				
autostub/StrictMath_public_static_int_java_lang_StrictMath_getExponent_double.yml	false				
autostub/StrictMath_public_static_int_java_lang_StrictMath_getExponent_float.yml	false				
autostub/StrictMath_public_static_int_java_lang_StrictMath_max_int_int.yml	false				
autostub/StrictMath_public_static_int_java_lang_StrictMath_min_int_int.yml	false				
autostub/StrictMath_public_static_int_java_lang_StrictMath_round_float.yml	false				
autostub/StrictMath_public_static_long_java_lang_StrictMath_abs_long.yml	false				
autostub/StrictMath_public_static_long_java_lang_StrictMath_max_long_long.yml	false				
autostub/StrictMath_public_static_long_java_lang_StrictMath_min_long_long.yml	false				
autostub/StrictMath_public_static_long_java_lang_StrictMath_round_double.yml	false				
autostub/String_public_boolean_java_lang_String_endsWith_java_lang_String.yml	false				
autostub/String_public_boolean_java_lang_String_equalsIgnoreCase_java_lang_String.yml	false				
autostub/String_public_boolean_java_lang_String_isEmpty.yml	false				
autostub/String_public_boolean_java_lang_String_regionMatches_boolean_int_java_lang_String_int_int.yml	false				
autostub/String_public_boolean_java_lang_String_regionMatches_int_java_lang_String_int_int.yml	false				
autostub/String_public_boolean_java_lang_String_startsWith_java_lang_String.yml	false				
autostub/String_public_boolean_java_lang_String_startsWith_java_lang_String_int.yml	false				
autostub/String_public_int_java_lang_String_compareToIgnoreCase_java_lang_String.yml	false				
autostub/String_public_int_java_lang_String_compareTo_java_lang_String.yml	false				
autostub/String_public_int_java_lang_String_indexOf_int.yml	false				
autostub/String_public_int_java_lang_String_indexOf_int_int.yml	false				
autostub/String_public_int_java_lang_String_indexOf_java_lang_String.yml	false				
autostub/String_public_int_java_lang_String_indexOf_java_lang_String_int.yml	false				
autostub/String_public_int_java_lang_String_lastIndexOf_int.yml	false				
autostub/String_public_int_java_lang_String_lastIndexOf_int_int.yml	false				
autostub/String_public_int_java_lang_String_lastIndexOf_java_lang_String.yml	false				
autostub/String_public_int_java_lang_String_lastIndexOf_java_lang_String_int.yml	false				
autostub/String_public_int_java_lang_String_length.yml	false				
autostub/String_public_java_lang_String_java_lang_String_concat_java_lang_String.yml	false				
autostub/String_public_java_lang_String_java_lang_String_replace_char_char.yml	false				
autostub/String_public_java_lang_String_java_lang_String_toLowerCase.yml	false				
autostub/String_public_java_lang_String_java_lang_String_toString.yml	false				
autostub/String_public_java_lang_String_java_lang_String_toUpperCase.yml	false				
autostub/String_public_java_lang_String_java_lang_String_trim.yml	false				
autostub/String_public_static_java_lang_String_java_lang_String_valueOf_boolean.yml	false				
autostub/String_public_static_java_lang_String_java_lang_String_valueOf_char.yml	false				
autostub/String_public_static_java_lang_String_java_lang_String_valueOf_double.yml	false				
autostub/String_public_static_java_lang_String_java_lang_String_valueOf_float.yml	false				
autostub/String_public_static_java_lang_String_java_lang_String_valueOf_int.yml	false				
autostub/String_public_static_java_lang_String_java_lang_String_valueOf_long.yml	false				
objects/objects01.yml	true				
objects/objects02.yml	true				
objects/objects03.yml	false				
objects/objects04.yml	false				
objects/objects05.yml	true				
objects/objects06.yml	false				
objects/objects07.yml	false				
objects/objects08.yml	true				
objects/objects09.yml	true				
objects/objects10.yml	false				
objects/objects11.yml	false				
objects/objects12.yml	false				
objects/objects13.yml	false				
objects/objects14.yml	false				
